SalesPrice,Sqft,LandSize,Age,Bathrooms,NBHD,GarageSize,NBHD_101,NBHD_102,NBHD_104,NBHD_105
318423,1945,23586,37,2.5,102,0,0,1,0,0
310678,1666,27444,54,3.0,102,384,0,1,0,0
372933,1547,24938,54,2.5,102,360,0,1,0,0
375281,1716,28087,45,3.0,102,0,0,1,0,0
278337,1657,11208,51,2.5,102,484,0,1,0,0
298610,1366,16911,38,2.0,102,264,0,1,0,0
259777,1120,18578,57,2.5,102,484,0,1,0,0
223510,1127,20507,22,2.5,102,264,0,1,0,0
260860,1177,18939,40,2.5,102,384,0,1,0,0
351050,1784,17329,59,3.0,102,360,0,1,0,0
370480,1673,25108,43,3.0,102,360,0,1,0,0
288102,1650,12212,54,2.5,102,264,0,1,0,0
204937,1142,19671,56,3.0,102,0,0,1,0,0
287168,1415,28390,44,2.0,102,484,0,1,0,0
243265,1148,10374,32,3.0,102,264,0,1,0,0
338195,1727,17935,17,3.0,102,484,0,1,0,0
342925,1721,22112,18,3.5,102,264,0,1,0,0
367460,1949,13480,54,2.5,102,384,0,1,0,0
252441,1206,28782,44,2.5,102,384,0,1,0,0
176615,1120,28101,53,2.5,102,360,0,1,0,0
319181,1464,14837,36,3.5,102,360,0,1,0,0
251849,1632,23860,37,2.0,102,0,0,1,0,0
243811,1258,19148,51,3.5,102,360,0,1,0,0
353216,1563,22555,17,2.0,102,0,0,1,0,0
274660,1639,12531,14,3.0,102,484,0,1,0,0
342815,1795,22882,55,2.5,102,264,0,1,0,0
154839,1402,15454,55,2.5,102,360,0,1,0,0
406385,1735,11424,43,3.0,102,384,0,1,0,0
292376,1918,10550,53,2.5,102,360,0,1,0,0
274382,1234,19171,25,3.5,102,264,0,1,0,0
422597,1603,29545,29,3.5,102,384,0,1,0,0
361141,1665,28801,22,3.0,102,264,0,1,0,0
285029,1453,24487,23,2.5,102,384,0,1,0,0
198916,1165,23979,29,3.0,102,360,0,1,0,0
313989,1705,23540,55,3.0,102,384,0,1,0,0
269048,1117,28862,14,3.0,102,264,0,1,0,0
340868,1902,27079,13,2.0,102,360,0,1,0,0
367654,1649,16804,48,3.5,102,384,0,1,0,0
214268,1409,18513,51,2.5,102,360,0,1,0,0
356606,1503,21695,32,2.0,102,384,0,1,0,0
165182,1274,20951,60,3.5,102,264,0,1,0,0
276741,1601,22925,58,3.5,102,360,0,1,0,0
282731,1475,20886,58,2.5,102,0,0,1,0,0
333946,1843,22706,18,2.5,102,0,0,1,0,0
341706,1267,29120,14,2.5,102,0,0,1,0,0
286147,1784,10969,50,3.0,102,0,0,1,0,0
258641,1518,20167,60,3.5,102,360,0,1,0,0
268700,1554,10940,16,2.5,102,360,0,1,0,0
400567,1704,19191,20,3.0,102,484,0,1,0,0
289476,1926,27893,58,3.0,102,360,0,1,0,0
267860,1538,17186,20,2.5,102,384,0,1,0,0
378268,1922,22113,25,3.5,102,384,0,1,0,0
217710,1347,21180,49,2.5,102,360,0,1,0,0
321757,1830,13467,39,3.0,102,360,0,1,0,0
292685,1287,16583,14,3.0,102,360,0,1,0,0
403101,1825,21083,51,3.0,102,484,0,1,0,0
395454,1755,28873,22,2.5,102,484,0,1,0,0
274645,1432,12355,13,2.0,102,360,0,1,0,0
296765,1391,28916,30,3.0,102,360,0,1,0,0
276742,1238,19598,54,3.5,102,264,0,1,0,0
344925,1853,24529,29,3.0,102,0,0,1,0,0
286558,1484,23794,14,3.5,102,0,0,1,0,0
354501,1653,17765,48,2.5,102,360,0,1,0,0
283939,1214,27127,44,3.5,102,384,0,1,0,0
269814,1513,28394,57,2.5,102,0,0,1,0,0
283652,1512,27168,40,3.0,102,264,0,1,0,0
307345,1798,28122,10,3.5,102,360,0,1,0,0
403346,1621,21742,16,3.0,102,484,0,1,0,0
307057,1477,24284,34,2.0,102,360,0,1,0,0
229895,1213,18906,27,2.5,102,384,0,1,0,0
229200,1623,12912,26,3.0,102,0,0,1,0,0
334872,1868,25381,46,3.0,102,384,0,1,0,0
324527,1481,19580,14,3.0,102,264,0,1,0,0
279627,1139,28268,14,3.5,102,0,0,1,0,0
371585,1817,18239,57,3.0,102,384,0,1,0,0
296376,1646,22755,39,3.0,102,0,0,1,0,0
343703,1556,18582,29,2.0,102,0,0,1,0,0
373025,1806,15281,43,3.0,102,264,0,1,0,0
342092,1837,14022,32,2.0,102,360,0,1,0,0
250487,1566,11702,32,3.5,102,360,0,1,0,0
196598,1275,10643,58,3.5,102,360,0,1,0,0
264128,1315,24558,31,3.5,102,384,0,1,0,0
365220,1839,29925,21,3.0,102,360,0,1,0,0
345943,1605,18067,10,3.5,102,484,0,1,0,0
283706,1343,17952,59,2.5,102,0,0,1,0,0
375417,1874,27710,28,3.5,102,264,0,1,0,0
261166,1608,27981,48,2.5,102,384,0,1,0,0
243078,1230,16270,40,3.5,102,384,0,1,0,0
339048,1607,15105,43,3.0,102,384,0,1,0,0
257611,1110,27622,10,2.5,102,360,0,1,0,0
387601,1754,10305,23,3.0,102,384,0,1,0,0
328176,1537,10548,59,3.5,102,384,0,1,0,0
472687,1865,25949,16,3.5,102,384,0,1,0,0
238368,1126,17491,34,3.0,102,384,0,1,0,0
383931,1946,26497,44,2.0,102,484,0,1,0,0
318669,1376,12655,13,3.0,102,264,0,1,0,0
361293,1724,22575,11,3.5,102,360,0,1,0,0
281031,1340,28587,16,3.0,102,0,0,1,0,0
286160,1324,28915,18,2.5,102,360,0,1,0,0
333970,1685,10350,30,2.5,102,360,0,1,0,0
309150,1657,27366,30,3.0,102,484,0,1,0,0
290528,1492,15528,24,2.5,102,484,0,1,0,0
220966,1317,10893,47,2.5,102,484,0,1,0,0
259236,1341,15649,54,2.5,102,264,0,1,0,0
373156,1466,14494,15,3.5,102,484,0,1,0,0
332748,1264,15441,16,3.0,102,384,0,1,0,0
351526,1509,11319,11,2.0,102,360,0,1,0,0
381943,1661,24694,18,2.0,102,384,0,1,0,0
285737,1307,18984,30,2.5,102,360,0,1,0,0
354216,1838,15634,48,3.0,102,0,0,1,0,0
286534,1344,12859,45,3.0,102,360,0,1,0,0
352180,1562,22057,31,3.0,102,0,0,1,0,0
241574,1278,21800,60,3.0,102,384,0,1,0,0
262147,1337,27503,25,2.5,102,360,0,1,0,0
253661,1241,18606,41,2.0,102,360,0,1,0,0
284736,1540,27594,48,3.0,102,484,0,1,0,0
288453,1466,26724,51,3.5,102,0,0,1,0,0
411878,1576,12718,22,2.5,102,360,0,1,0,0
341260,1569,20210,11,2.5,102,0,0,1,0,0
296844,1111,28131,30,2.5,102,264,0,1,0,0
310288,1389,11307,39,3.5,102,360,0,1,0,0
384695,1869,25923,23,2.5,102,0,0,1,0,0
303112,1424,13285,60,3.0,102,264,0,1,0,0
201795,1160,13900,44,3.0,102,360,0,1,0,0
272284,1351,23997,20,2.5,102,264,0,1,0,0
302777,1221,14577,11,3.0,102,484,0,1,0,0
394385,1834,13853,27,3.0,102,484,0,1,0,0
349320,1747,18489,54,3.0,102,360,0,1,0,0
317387,1632,11456,51,3.0,102,384,0,1,0,0
307081,1288,24486,20,3.0,102,384,0,1,0,0
297735,1546,11093,47,3.0,102,360,0,1,0,0
295283,1179,23775,12,2.0,102,384,0,1,0,0
338516,1458,20995,34,3.0,102,360,0,1,0,0
284120,1227,19032,29,2.0,102,264,0,1,0,0
170765,1146,16249,45,3.0,102,0,0,1,0,0
253358,1333,13226,47,2.5,102,484,0,1,0,0
296223,1802,20090,59,2.5,102,0,0,1,0,0
301089,1484,25930,46,2.5,102,264,0,1,0,0
403787,1748,17882,43,3.0,102,484,0,1,0,0
437468,1833,28651,29,2.5,102,484,0,1,0,0
364459,1670,25628,47,2.5,102,360,0,1,0,0
270745,1719,26121,51,2.0,102,264,0,1,0,0
331541,1440,13158,12,3.0,102,264,0,1,0,0
336305,1487,16201,15,3.0,102,360,0,1,0,0
383888,1845,11392,20,2.0,102,360,0,1,0,0
239237,1255,19631,21,2.5,102,384,0,1,0,0
297959,1530,12545,60,2.5,102,360,0,1,0,0
306681,1628,21445,46,3.5,102,0,0,1,0,0
331673,1902,24832,23,2.5,102,360,0,1,0,0
358238,1457,13426,39,3.5,102,0,0,1,0,0
314979,1615,16635,24,3.5,102,360,0,1,0,0
322285,1766,13248,19,2.5,102,484,0,1,0,0
448566,1861,21404,10,2.5,102,384,0,1,0,0
406745,1702,27271,36,2.5,102,384,0,1,0,0
333352,1785,22485,30,3.5,102,384,0,1,0,0
357862,1789,23189,39,2.5,102,384,0,1,0,0
371995,1589,20819,43,3.5,102,0,0,1,0,0
212100,1134,12198,44,3.0,102,384,0,1,0,0
382060,1535,14360,31,3.0,102,384,0,1,0,0
369958,1782,18154,22,2.5,102,264,0,1,0,0
223536,1222,16072,55,2.5,102,0,0,1,0,0
251773,1693,22779,44,3.0,102,484,0,1,0,0
318299,1372,14940,60,3.0,102,484,0,1,0,0
420435,1532,24768,18,2.5,102,360,0,1,0,0
306964,1755,16687,59,3.0,102,0,0,1,0,0
316717,1645,25788,37,3.0,102,360,0,1,0,0
301661,1742,10931,42,3.5,102,384,0,1,0,0
426806,1940,24326,34,3.0,102,360,0,1,0,0
226913,1236,12158,54,3.5,102,0,0,1,0,0
242440,1359,11176,30,2.0,102,384,0,1,0,0
395489,1829,25059,11,2.5,102,360,0,1,0,0
271224,1192,12061,37,3.0,102,484,0,1,0,0
422983,1890,17019,11,3.0,102,384,0,1,0,0
285627,1423,23072,51,2.5,102,360,0,1,0,0
299950,1394,28239,26,2.5,102,360,0,1,0,0
251644,1264,23831,49,3.0,102,264,0,1,0,0
393147,1775,27697,12,3.5,102,360,0,1,0,0
308086,1366,26371,13,3.0,102,384,0,1,0,0
338024,1445,22892,22,3.0,102,360,0,1,0,0
300448,1691,18064,59,3.5,102,264,0,1,0,0
287329,1348,22296,57,3.0,102,484,0,1,0,0
326261,1456,23924,17,3.0,102,264,0,1,0,0
338069,1373,24930,33,2.0,102,384,0,1,0,0
238734,1134,18378,23,3.0,102,360,0,1,0,0
296723,1280,16496,22,3.5,102,484,0,1,0,0
303528,1462,24262,16,3.5,102,384,0,1,0,0
259196,1616,12766,22,3.5,102,0,0,1,0,0
368883,1399,27965,11,2.5,102,264,0,1,0,0
234937,1308,14913,38,3.0,102,484,0,1,0,0
234229,1180,11484,25,2.5,102,360,0,1,0,0
278204,1379,17592,29,2.0,102,360,0,1,0,0
381805,1898,14834,24,2.5,102,0,0,1,0,0
371585,1653,12428,24,3.5,102,360,0,1,0,0
188160,1370,11109,37,2.5,102,360,0,1,0,0
275267,1450,17077,58,3.0,102,360,0,1,0,0
243112,1197,17733,40,3.0,102,484,0,1,0,0
360749,1433,12207,15,2.5,102,264,0,1,0,0
210682,1376,21261,59,2.5,102,484,0,1,0,0
367249,1814,14613,19,3.0,102,360,0,1,0,0
331453,1274,23324,45,2.5,102,360,0,1,0,0
341150,1841,28631,45,2.0,102,0,0,1,0,0
438147,1925,27692,46,3.0,102,384,0,1,0,0
277190,1422,26306,40,2.5,102,264,0,1,0,0
319323,1423,18227,25,2.5,102,384,0,1,0,0
279043,1264,27031,46,2.0,102,384,0,1,0,0
444328,1885,28404,34,3.5,102,264,0,1,0,0
270373,1796,10703,36,2.5,102,360,0,1,0,0
354319,1908,12837,12,3.5,102,484,0,1,0,0
280260,1426,23843,19,3.0,102,384,0,1,0,0
395148,1725,24630,33,3.0,102,484,0,1,0,0
471546,1794,29332,37,2.5,102,360,0,1,0,0
240052,1356,16666,53,3.5,102,484,0,1,0,0
233046,1137,27264,55,3.5,102,360,0,1,0,0
231864,1150,14956,53,3.5,102,484,0,1,0,0
241976,1243,22464,40,3.0,102,384,0,1,0,0
346947,1817,21925,15,3.0,102,384,0,1,0,0
270282,1885,15991,43,3.0,102,360,0,1,0,0
328466,1448,18141,25,2.0,102,264,0,1,0,0
374505,1675,20626,18,2.5,102,264,0,1,0,0
356898,1765,20560,31,3.0,102,264,0,1,0,0
239857,1311,22488,60,2.5,102,384,0,1,0,0
250736,1237,22578,36,3.0,102,0,0,1,0,0
267089,1134,14605,36,3.0,102,360,0,1,0,0
175866,1232,21921,48,3.5,102,484,0,1,0,0
268802,1355,12891,26,3.5,102,360,0,1,0,0
268863,1271,25252,52,3.0,102,360,0,1,0,0
348297,1790,17830,43,3.0,102,384,0,1,0,0
199317,1223,24831,58,2.0,102,360,0,1,0,0
253360,1284,27991,26,3.5,102,484,0,1,0,0
310029,1906,10255,48,3.5,102,0,0,1,0,0
357111,1880,21092,31,2.5,102,360,0,1,0,0
309330,1440,14657,57,2.0,102,484,0,1,0,0
296657,1371,13657,31,2.5,102,484,0,1,0,0
261161,1146,19583,43,3.0,102,484,0,1,0,0
213188,1444,16112,21,3.0,102,0,0,1,0,0
344570,1722,29201,44,3.0,102,264,0,1,0,0
401490,1945,21094,44,3.0,102,484,0,1,0,0
317724,1452,23677,33,2.0,102,484,0,1,0,0
385239,1772,28408,11,2.5,102,360,0,1,0,0
308541,1618,10393,37,3.5,102,360,0,1,0,0
270456,1709,20743,43,2.5,102,360,0,1,0,0
203696,1318,25310,48,2.0,102,484,0,1,0,0
252972,1434,23422,55,3.5,102,360,0,1,0,0
338708,1809,11206,20,2.0,102,360,0,1,0,0
298621,1325,13090,12,2.5,102,484,0,1,0,0
346673,1724,26950,41,2.0,102,484,0,1,0,0
300143,1472,12669,30,3.0,102,360,0,1,0,0
227172,1325,15438,40,2.5,102,360,0,1,0,0
359015,1840,11341,21,2.0,102,384,0,1,0,0
252683,1541,29104,50,3.0,102,0,0,1,0,0
224876,1158,28213,60,2.0,102,384,0,1,0,0
313146,1931,19415,52,3.5,102,360,0,1,0,0
281790,1552,22831,34,2.5,102,264,0,1,0,0
259480,1240,11237,39,3.5,102,0,0,1,0,0
376811,1781,13301,20,2.5,102,264,0,1,0,0
329765,1817,22108,54,3.5,102,360,0,1,0,0
279920,1403,28229,47,3.0,102,0,0,1,0,0
348627,1354,24979,15,3.5,102,264,0,1,0,0
282708,1348,17361,22,2.5,102,360,0,1,0,0
399090,1839,22676,55,2.5,102,484,0,1,0,0
337045,1655,15488,40,3.0,102,360,0,1,0,0
368733,1938,11777,39,2.0,102,360,0,1,0,0
255413,1112,27489,31,3.5,102,360,0,1,0,0
335526,1823,26530,57,2.0,102,360,0,1,0,0
306380,1340,10303,14,3.5,102,264,0,1,0,0
292573,1471,19959,16,3.0,102,360,0,1,0,0
257070,1280,23984,41,3.5,102,0,0,1,0,0
257530,1573,13027,23,3.0,102,0,0,1,0,0
308555,1587,16125,31,2.0,102,360,0,1,0,0
350924,1729,28450,20,2.0,102,0,0,1,0,0
212039,1102,12697,28,3.5,102,484,0,1,0,0
417169,1421,26380,13,3.0,102,360,0,1,0,0
295008,1812,14575,46,2.0,102,484,0,1,0,0
313975,1409,19586,51,3.0,102,484,0,1,0,0
314277,1600,15893,32,2.5,102,360,0,1,0,0
293158,1436,16341,20,2.5,102,484,0,1,0,0
283545,1610,26470,53,3.5,102,484,0,1,0,0
399215,1595,17740,17,2.5,102,484,0,1,0,0
248691,1215,27544,28,3.0,102,264,0,1,0,0
467801,1919,22890,17,3.0,102,264,0,1,0,0
400357,1675,18856,30,3.0,102,360,0,1,0,0
236870,1413,17960,58,2.5,102,264,0,1,0,0
343184,1948,27541,30,3.5,102,360,0,1,0,0
225815,1205,26269,38,2.5,102,484,0,1,0,0
287512,1531,28897,57,3.0,102,360,0,1,0,0
317318,1425,26044,18,2.5,102,360,0,1,0,0
312714,1474,28359,20,3.5,102,360,0,1,0,0
279236,1438,11910,34,3.0,102,384,0,1,0,0
289508,1371,24614,57,2.5,102,360,0,1,0,0
365283,1372,13506,12,2.5,102,360,0,1,0,0
314942,1950,12290,42,3.0,102,484,0,1,0,0
361826,1660,23645,19,2.5,102,484,0,1,0,0
289029,1347,15487,47,2.0,102,384,0,1,0,0
273853,1323,14503,27,3.0,102,264,0,1,0,0
303003,1510,12960,12,2.5,102,0,0,1,0,0
310675,1324,25754,24,3.5,102,0,0,1,0,0
261942,1627,25762,21,3.0,102,0,0,1,0,0
355207,1928,24931,34,2.5,102,360,0,1,0,0
310842,1199,17800,10,2.5,102,360,0,1,0,0
420131,1845,25228,32,2.5,102,360,0,1,0,0
276221,1474,14601,32,2.5,102,360,0,1,0,0
315891,1765,17990,20,3.0,102,360,0,1,0,0
332827,1911,16198,20,3.5,102,360,0,1,0,0
241389,1142,21631,12,2.0,102,484,0,1,0,0
320779,1869,10668,39,3.0,102,360,0,1,0,0
358209,1743,19489,36,3.5,102,264,0,1,0,0
301352,1728,29181,54,3.0,102,384,0,1,0,0
292749,1439,21821,19,2.0,102,0,0,1,0,0
293452,1457,23286,12,3.0,102,360,0,1,0,0
376166,1693,26755,29,3.0,102,360,0,1,0,0
403400,1912,11233,22,2.0,102,484,0,1,0,0
297450,1556,25169,41,2.5,102,0,0,1,0,0
246215,1303,27823,57,3.0,102,384,0,1,0,0
232621,1554,11373,50,3.0,102,360,0,1,0,0
341551,1719,13052,51,3.0,102,384,0,1,0,0
364076,1835,29546,52,2.5,102,360,0,1,0,0
257406,1319,15341,42,3.5,102,384,0,1,0,0
310521,1652,16633,25,3.0,102,384,0,1,0,0
272515,1620,29571,54,2.5,102,360,0,1,0,0
316237,1540,19956,59,3.0,102,384,0,1,0,0
333762,1864,13480,37,3.0,102,0,0,1,0,0
313030,1256,12671,48,2.5,102,360,0,1,0,0
217466,1342,19069,41,2.0,102,360,0,1,0,0
314762,1914,25353,18,3.0,102,264,0,1,0,0
360358,1769,20958,60,3.5,102,484,0,1,0,0
280298,1129,26172,36,2.0,102,360,0,1,0,0
220097,1473,16332,15,2.5,102,360,0,1,0,0
339778,1682,23131,13,2.0,102,360,0,1,0,0
406593,1929,22523,44,2.5,102,0,0,1,0,0
275295,1549,11072,60,3.0,102,360,0,1,0,0
182905,1140,16026,34,2.5,102,0,0,1,0,0
282034,1603,20779,23,3.0,102,484,0,1,0,0
246738,1282,17793,29,2.5,102,264,0,1,0,0
300952,1708,18858,51,3.0,102,0,0,1,0,0
204229,1220,29239,48,2.5,102,484,0,1,0,0
277335,1443,12161,49,2.5,102,264,0,1,0,0
355140,1755,25821,18,3.0,102,0,0,1,0,0
352622,1881,19577,39,3.0,102,360,0,1,0,0
308771,1549,13317,48,3.0,102,484,0,1,0,0
392317,1690,29902,31,3.0,102,484,0,1,0,0
270068,1169,19170,23,3.0,102,360,0,1,0,0
348762,1781,17833,26,3.5,102,360,0,1,0,0
245552,1320,14117,50,2.0,102,264,0,1,0,0
366943,1738,17490,37,2.5,102,264,0,1,0,0
285654,1679,14481,47,2.5,102,360,0,1,0,0
283430,1352,29358,45,3.5,102,360,0,1,0,0
310642,1506,17178,29,3.0,102,484,0,1,0,0
271078,1646,11655,52,3.0,102,360,0,1,0,0
200356,1107,13869,30,2.5,102,0,0,1,0,0
277226,1364,16479,39,2.0,102,384,0,1,0,0
406902,1854,24989,28,3.0,102,384,0,1,0,0
332696,1530,24600,18,3.0,102,360,0,1,0,0
242481,1210,22827,29,2.5,102,360,0,1,0,0
390879,1905,18342,53,2.5,102,360,0,1,0,0
296965,1370,15948,56,2.5,102,264,0,1,0,0
267157,1277,17265,12,3.0,102,384,0,1,0,0
260883,1555,25302,59,3.0,102,360,0,1,0,0
369476,1626,12930,26,3.0,102,264,0,1,0,0
263980,1457,25864,46,2.5,102,384,0,1,0,0
297259,1477,18776,58,3.0,102,384,0,1,0,0
258844,1259,19544,57,3.0,102,264,0,1,0,0
254693,1203,22722,12,2.5,102,484,0,1,0,0
277929,1254,25276,41,2.5,102,360,0,1,0,0
327042,1436,29051,14,3.0,102,484,0,1,0,0
307617,1343,11089,11,2.5,102,384,0,1,0,0
257312,1141,20176,29,3.5,102,0,0,1,0,0
345026,1924,29153,57,2.5,102,384,0,1,0,0
257755,1234,25212,45,2.5,102,0,0,1,0,0
229276,1245,29012,30,2.5,102,484,0,1,0,0
261654,1143,29095,22,2.5,102,484,0,1,0,0
303433,1421,16351,25,2.0,102,384,0,1,0,0
254380,1121,11631,52,2.0,102,360,0,1,0,0
263696,1167,12317,47,3.5,102,384,0,1,0,0
279457,1787,12384,46,2.5,102,360,0,1,0,0
214487,1108,21348,37,2.0,102,384,0,1,0,0
304525,1599,17148,40,2.5,102,384,0,1,0,0
253246,1457,22283,59,2.0,102,0,0,1,0,0
299019,1105,16709,19,2.5,102,360,0,1,0,0
359974,1949,27004,42,2.5,102,360,0,1,0,0
301720,1244,29517,18,3.5,102,384,0,1,0,0
390992,1416,13170,14,3.0,102,360,0,1,0,0
244111,1105,24987,44,3.0,102,360,0,1,0,0
281453,1402,27902,58,3.5,102,0,0,1,0,0
257330,1453,27239,46,2.5,102,264,0,1,0,0
331598,1710,29169,59,2.5,102,384,0,1,0,0
311702,1598,24256,48,3.0,102,0,0,1,0,0
286439,1274,10617,20,3.0,102,484,0,1,0,0
274221,1446,26091,26,2.5,102,0,0,1,0,0
276083,1349,19454,50,3.5,102,360,0,1,0,0
248809,1459,22828,47,3.5,102,384,0,1,0,0
250023,1489,15546,50,3.0,102,484,0,1,0,0
344568,1642,27177,54,2.5,102,0,0,1,0,0
255230,1165,17452,11,3.0,102,360,0,1,0,0
307635,1485,17222,35,3.0,102,360,0,1,0,0
342740,1495,18531,30,2.5,102,360,0,1,0,0
402084,1914,10001,12,2.0,102,384,0,1,0,0
278432,1437,28529,31,2.5,102,360,0,1,0,0
239480,1244,21735,28,3.0,102,384,0,1,0,0
310508,1939,22717,46,3.0,102,264,0,1,0,0
341066,1534,18489,54,3.0,102,484,0,1,0,0
262762,1530,13719,11,3.0,102,0,0,1,0,0
347483,1758,11151,44,2.5,102,360,0,1,0,0
369370,1760,27064,40,3.0,102,360,0,1,0,0
239048,1293,12966,38,3.0,102,264,0,1,0,0
373327,1482,27721,21,3.0,102,264,0,1,0,0
254926,1463,11794,28,3.0,102,264,0,1,0,0
283132,1228,28050,36,3.5,102,0,0,1,0,0
353775,1701,21265,17,2.0,102,484,0,1,0,0
216548,1242,25112,25,2.0,102,264,0,1,0,0
321533,1339,22828,11,3.5,102,360,0,1,0,0
321507,1288,23533,15,3.0,102,264,0,1,0,0
150829,1135,16113,31,3.0,102,0,0,1,0,0
363102,1906,19638,20,3.0,102,384,0,1,0,0
288395,1414,26867,10,2.0,102,360,0,1,0,0
326943,1520,15073,33,3.5,102,0,0,1,0,0
175716,1152,21348,60,2.5,102,264,0,1,0,0
274422,1883,11145,57,3.0,102,384,0,1,0,0
255554,1126,16723,26,3.5,102,264,0,1,0,0
216984,1222,27826,47,3.0,102,360,0,1,0,0
318894,1768,29582,19,3.5,102,264,0,1,0,0
381181,1790,19457,41,3.5,102,384,0,1,0,0
205281,1281,14933,57,2.0,102,384,0,1,0,0
318064,1597,18103,23,2.0,102,0,0,1,0,0
256932,1254,17591,20,2.5,102,484,0,1,0,0
332503,1859,17765,13,2.5,102,484,0,1,0,0
336140,1594,17187,30,2.5,102,384,0,1,0,0
412697,1914,10869,30,3.0,102,360,0,1,0,0
326484,1664,12385,15,3.0,102,360,0,1,0,0
361484,1533,23076,16,3.5,102,384,0,1,0,0
382847,1697,26835,16,2.5,102,360,0,1,0,0
356948,1707,20382,47,2.0,102,384,0,1,0,0
240671,1445,15746,18,2.0,102,384,0,1,0,0
330349,1407,28782,25,2.5,102,0,0,1,0,0
375968,1740,12788,49,2.0,102,264,0,1,0,0
308281,1199,28722,25,2.5,102,484,0,1,0,0
284252,1340,27298,38,2.0,102,384,0,1,0,0
353546,1420,17026,24,3.0,102,484,0,1,0,0
322859,1936,29406,60,3.5,102,0,0,1,0,0
259965,1535,19183,36,3.5,102,0,0,1,0,0
224085,1444,20378,55,3.5,102,0,0,1,0,0
193347,1510,23962,29,3.0,102,360,0,1,0,0
288922,1671,14699,42,2.5,102,384,0,1,0,0
237514,1185,27609,43,2.5,102,360,0,1,0,0
248329,1102,14498,19,3.5,102,360,0,1,0,0
253929,1216,28748,16,3.5,102,484,0,1,0,0
337530,1700,10984,23,3.0,102,0,0,1,0,0
285622,1294,20495,51,3.0,102,384,0,1,0,0
292081,1548,10080,22,3.5,102,384,0,1,0,0
331626,1588,28471,38,3.5,102,360,0,1,0,0
397561,1946,18615,32,3.0,102,484,0,1,0,0
413882,1650,15920,22,2.0,102,384,0,1,0,0
381366,1830,19271,29,2.5,102,0,0,1,0,0
255075,1355,23568,39,2.0,102,264,0,1,0,0
196636,1216,16508,45,3.5,102,360,0,1,0,0
330024,1678,28485,56,3.0,102,0,0,1,0,0
256862,1304,26757,33,3.5,102,264,0,1,0,0
315354,1398,29054,25,2.5,102,0,0,1,0,0
260344,1157,28379,37,3.0,102,360,0,1,0,0
217533,1165,17360,49,3.0,102,360,0,1,0,0
249051,1155,23242,17,2.0,102,264,0,1,0,0
209148,1188,20755,52,3.0,102,0,0,1,0,0
265106,1170,24040,13,3.0,102,484,0,1,0,0
329659,1572,25404,28,3.0,102,360,0,1,0,0
308569,1519,15233,36,3.0,102,384,0,1,0,0
173793,1150,19466,34,3.5,102,0,0,1,0,0
301142,1251,29222,22,2.0,102,0,0,1,0,0
449620,1854,29582,20,2.0,102,360,0,1,0,0
282153,1273,21049,27,2.5,102,264,0,1,0,0
344507,1765,15233,31,2.5,102,484,0,1,0,0
271233,1838,14442,27,2.5,102,0,0,1,0,0
305697,1421,27744,38,3.5,102,484,0,1,0,0
362856,1411,25049,26,3.5,102,384,0,1,0,0
276404,1480,25514,47,3.0,102,384,0,1,0,0
302447,1320,17987,24,2.0,102,264,0,1,0,0
320945,1760,12526,51,2.5,102,360,0,1,0,0
387215,1904,27558,27,3.0,102,0,0,1,0,0
335134,1785,12316,42,3.5,102,484,0,1,0,0
389787,1680,28095,13,3.5,102,384,0,1,0,0
159703,1189,25913,59,3.5,102,384,0,1,0,0
349259,1675,16267,55,2.5,102,360,0,1,0,0
281975,1383,13483,34,3.5,102,360,0,1,0,0
327154,1457,17683,28,2.5,102,264,0,1,0,0
368124,1928,24541,52,2.0,102,360,0,1,0,0
287246,1433,22470,35,2.0,102,484,0,1,0,0
391511,1786,18529,14,2.0,102,264,0,1,0,0
305547,1495,15243,51,2.5,102,264,0,1,0,0
280281,1247,18700,11,3.5,102,384,0,1,0,0
260473,1153,15129,40,2.5,102,360,0,1,0,0
325943,1836,17810,19,3.5,102,360,0,1,0,0
162584,1125,29256,58,2.0,102,0,0,1,0,0
295981,1331,22658,53,3.5,102,360,0,1,0,0
219062,1607,27280,19,3.0,102,484,0,1,0,0
244704,1101,14867,21,3.0,102,0,0,1,0,0
304895,1559,21286,50,3.5,102,360,0,1,0,0
269763,1363,23897,38,3.0,102,360,0,1,0,0
355279,1804,22759,47,2.5,102,360,0,1,0,0
251956,1112,25849,41,2.0,102,360,0,1,0,0
264417,1572,10881,32,3.5,102,360,0,1,0,0
269853,1719,18405,41,3.5,102,484,0,1,0,0
290334,1306,26652,38,2.5,102,360,0,1,0,0
295243,1456,12874,18,2.5,102,360,0,1,0,0
207853,1196,14685,17,2.5,102,264,0,1,0,0
339414,1372,22657,17,2.0,102,360,0,1,0,0
213181,1137,10701,15,2.0,102,0,0,1,0,0
249651,1148,26597,14,2.5,102,360,0,1,0,0
321861,1429,11221,32,3.0,102,360,0,1,0,0
332019,1739,20188,46,3.0,102,264,0,1,0,0
240730,1344,17168,11,3.0,102,360,0,1,0,0
327227,1664,10980,53,3.0,102,360,0,1,0,0
194075,1143,28439,59,3.0,102,484,0,1,0,0
327448,1360,10022,22,3.0,102,360,0,1,0,0
462890,1926,24953,26,3.0,102,360,0,1,0,0
293630,1547,14194,52,3.0,102,360,0,1,0,0
303689,1829,20783,54,3.0,102,0,0,1,0,0
402459,1778,17275,26,3.0,102,360,0,1,0,0
277378,1728,21064,59,2.5,102,0,0,1,0,0
